POSTALCODE,COUNTRY,STATE,ACI_AIRPORT,ACI_ZONE
57010,US,SD,OMA,G
57301,US,SD,OMA,G
57013,US,SD,OMA,G
57016,US,SD,OMA,G
57016,US,SD,OMA,G
57016,US,SD,OMA,G
57015,US,SD,OMA,G
57014,US,SD,OMA,G
57201,US,SD,OMA,G
57301,US,SD,OMA,G
57039,US,SD,OMA,G
57035,US,SD,OMA,G
57035,US,SD,OMA,G
57036,US,SD,OMA,G
57036,US,SD,OMA,G
57036,US,SD,OMA,G
57037,US,SD,OMA,G
57043,US,SD,OMA,G
57039,US,SD,OMA,G
57034,US,SD,OMA,G
57106,US,SD,OMA ,G
57041,US,SD,OMA,G
57101,US,SD,OMA ,G
57042,US,SD,OMA,G
57042,US,SD,OMA,G
57042,US,SD,OMA,G
57037,US,SD,OMA,G
57030,US,SD,OMA,G
57018,US,SD,OMA,G
57020,US,SD,OMA,G
57020,US,SD,OMA,G
57021,US,SD,OMA,G
57022,US,SD,OMA,G
57027,US,SD,OMA,G
57034,US,SD,OMA,G
57030,US,SD,OMA,G
57034,US,SD,OMA,G
57030,US,SD,OMA,G
57031,US,SD,OMA,G
57032,US,SD,OMA,G
57032,US,SD,OMA,G
57033,US,SD,OMA,G
57033,US,SD,OMA,G
57042,US,SD,OMA,G
57029,US,SD,OMA,G
57070,US,SD,OMA,G
57069,US,SD,OMA,G
57069,US,SD,OMA,G
57069,US,SD,OMA,G
57069,US,SD,OMA,G
57045,US,SD,OMA,G
57070,US,SD,OMA,G
57069,US,SD,OMA,G
57070,US,SD,OMA,G
57070,US,SD,OMA,G
57072,US,SD,OMA,G
57073,US,SD,OMA,G
57077,US,SD,OMA,G
57078,US,SD,OMA,G
57079,US,SD,OMA,G
57079,US,SD,OMA,G
57040,US,SD,OMA,G
57056,US,SD,OMA,G
57047,US,SD,OMA,G
57070,US,SD,OMA,G
57046,US,SD,OMA,G
57068,US,SD,OMA,G
57053,US,SD,OMA,G
57048,US,SD,OMA,G
57059,US,SD,OMA,G
57063,US,SD,OMA,G
57063,US,SD,OMA,G
57063,US,SD,OMA,G
57064,US,SD,OMA,G
57067,US,SD,OMA,G
57067,US,SD,OMA,G
57068,US,SD,OMA,G
57068,US,SD,OMA,G
57048,US,SD,OMA,G
57349,US,SD,MSP,Y
57030,US,SD,MSP,Y
57473,US,SD,MSP,Y
57472,US,SD,MSP,Y
57059,US,SD,MSP,Y
57702,US,SD,MSP,Y
57058,US,SD,MSP,Y
57779,US,SD,MSP,Y
57373,US,SD,MSP,Y
57056,US,SD,MSP,Y
57754,US,SD,MSP,Y
57261,US,SD,MSP,Y
57260,US,SD,MSP,Y
57572,US,SD,MSP,Y
57061,US,SD,MSP,Y
57101,US,SD,MSP,Y
57103,US,SD,MSP,Y
57104,US,SD,MSP,Y
57262,US,SD,MSP,Y
57783,US,SD,MSP,Y
57374,US,SD,MSP,Y
57062,US,SD,MSP,Y
57570,US,SD,MSP,Y
57264,US,SD,MSP,Y
57648,US,SD,MSP,Y
57346,US,SD,MSP,Y
57375,US,SD,MSP,Y
57263,US,SD,MSP,Y
57773,US,SD,MSP,Y
57787,US,SD,MSP,Y
57552,US,SD,MSP,Y
57767,US,SD,MSP,Y
57053,US,SD,MSP,Y
57257,US,SD,MSP,Y
57367,US,SD,MSP,Y
57769,US,SD,MSP,Y
57468,US,SD,MSP,Y
57501,US,SD,MSP,Y
57770,US,SD,MSP,Y
57368,US,SD,MSP,Y
57369,US,SD,MSP,Y
57649,US,SD,MSP,Y
57568,US,SD,MSP,Y
57471,US,SD,MSP,Y
57650,US,SD,MSP,Y
57054,US,SD,MSP,Y
57701,US,SD,MSP,Y
57702,US,SD,MSP,Y
57258,US,SD,MSP,Y
57469,US,SD,MSP,Y
57371,US,SD,MSP,Y
57569,US,SD,MSP,Y
57055,US,SD,MSP,Y
57259,US,SD,MSP,Y
57701,US,SD,MSP,Y
57470,US,SD,MSP,Y
57772,US,SD,MSP,Y
57579,US,SD,MSP,Y
57272,US,SD,MSP,Y
57577,US,SD,MSP,Y
57479,US,SD,MSP,Y
57201,US,SD,MSP,Y
57273,US,SD,MSP,Y
57274,US,SD,MSP,Y
57438,US,SD,MSP,Y
57075,US,SD,MSP,Y
57381,US,SD,MSP,Y
57382,US,SD,MSP,Y
57481,US,SD,MSP,Y
57481,US,SD,MSP,Y
57386,US,SD,MSP,Y
57383,US,SD,MSP,Y
57073,US,SD,MSP,Y
57661,US,SD,MSP,Y
57793,US,SD,MSP,Y
57278,US,SD,MSP,Y
57279,US,SD,MSP,Y
57580,US,SD,MSP,Y
57384,US,SD,MSP,Y
57585,US,SD,MSP,Y
57385,US,SD,MSP,Y
57077,US,SD,MSP,Y
57078,US,SD,MSP,Y
57366,US,SD,MSP,Y
57467,US,SD,MSP,Y
57276,US,SD,MSP,Y
57787,US,SD,MSP,Y
57474,US,SD,MSP,Y
57785,US,SD,MSP,Y
57266,US,SD,MSP,Y
57063,US,SD,MSP,Y
57656,US,SD,MSP,Y
57475,US,SD,MSP,Y
57268,US,SD,MSP,Y
57657,US,SD,MSP,Y
57065,US,SD,MSP,Y
57376,US,SD,MSP,Y
57476,US,SD,MSP,Y
57477,US,SD,MSP,Y
57790,US,SD,MSP,Y
57066,US,SD,MSP,Y
57658,US,SD,MSP,Y
57067,US,SD,MSP,Y
57068,US,SD,MSP,Y
57270,US,SD,MSP,Y
57434,US,SD,MSP,Y
57069,US,SD,MSP,Y
57551,US,SD,MSP,Y
57070,US,SD,MSP,Y
57271,US,SD,MSP,Y
57379,US,SD,MSP,Y
57576,US,SD,MSP,Y
57071,US,SD,MSP,Y
57380,US,SD,MSP,Y
57265,US,SD,MSP,Y
57269,US,SD,MSP,Y
57227,US,SD,MSP,Y
57014,US,SD,MSP,Y
57234,US,SD,MSP,Y
57022,US,SD,MSP,Y
57732,US,SD,MSP,Y
57231,US,SD,MSP,Y
57329,US,SD,MSP,Y
57529,US,SD,MSP,Y
57049,US,SD,MSP,Y
57730,US,SD,MSP,Y
57020,US,SD,MSP,Y
57435,US,SD,MSP,Y
57730,US,SD,MSP,Y
57331,US,SD,MSP,Y
57328,US,SD,MSP,Y
57533,US,SD,MSP,Y
57434,US,SD,MSP,Y
57433,US,SD,MSP,Y
57018,US,SD,MSP,Y
57017,US,SD,MSP,Y
57580,US,SD,MSP,Y
57226,US,SD,MSP,Y
57225,US,SD,MSP,Y
57432,US,SD,MSP,Y
57224,US,SD,MSP,Y
57016,US,SD,MSP,Y
57015,US,SD,MSP,Y
57339,US,SD,MSP,Y
57005,US,SD,MSP,Y
57233,US,SD,MSP,Y
57532,US,SD,MSP,Y
57741,US,SD,MSP,Y
57314,US,SD,MSP,Y
57235,US,SD,MSP,Y
57028,US,SD,MSP,Y
57439,US,SD,MSP,Y
57337,US,SD,MSP,Y
57438,US,SD,MSP,Y
57311,US,SD,MSP,Y
57626,US,SD,MSP,Y
57335,US,SD,MSP,Y
57437,US,SD,MSP,Y
57716,US,SD,MSP,Y
57234,US,SD,MSP,Y
57579,US,SD,MSP,Y
57332,US,SD,MSP,Y
57706,US,SD,MSP,Y
57026,US,SD,MSP,Y
57025,US,SD,MSP,Y
57024,US,SD,MSP,Y
57735,US,SD,MSP,Y
57232,US,SD,MSP,Y
57625,US,SD,MSP,Y
57623,US,SD,MSP,Y
57531,US,SD,MSP,Y
57319,US,SD,MSP,Y
57436,US,SD,MSP,Y
57334,US,SD,MSP,Y
57422,US,SD,MSP,Y
57325,US,SD,MSP,Y
57353,US,SD,MSP,Y
57003,US,SD,MSP,Y
57214,US,SD,MSP,Y
57315,US,SD,MSP,Y
57002,US,SD,MSP,Y
57424,US,SD,MSP,Y
57213,US,SD,MSP,Y
57424,US,SD,MSP,Y
57314,US,SD,MSP,Y
57437,US,SD,MSP,Y
57313,US,SD,MSP,Y
57427,US,SD,MSP,Y
57766,US,SD,MSP,Y
57717,US,SD,MSP,Y
57567,US,SD,MSP,Y
57421,US,SD,MSP,Y
57226,US,SD,MSP,Y
57312,US,SD,MSP,Y
57311,US,SD,MSP,Y
57001,US,SD,MSP,Y
57259,US,SD,MSP,Y
57420,US,SD,MSP,Y
57262,US,SD,MSP,Y
57520,US,SD,MSP,Y
57369,US,SD,MSP,Y
57401,US,SD,MSP,Y
57212,US,SD,MSP,Y
57319,US,SD,MSP,Y
57324,US,SD,MSP,Y
57223,US,SD,MSP,Y
57322,US,SD,MSP,Y
57013,US,SD,MSP,Y
57012,US,SD,MSP,Y
57219,US,SD,MSP,Y
57276,US,SD,MSP,Y
57523,US,SD,MSP,Y
57010,US,SD,MSP,Y
57221,US,SD,MSP,Y
57220,US,SD,MSP,Y
57006,US,SD,MSP,Y
57716,US,SD,MSP,Y
57219,US,SD,MSP,Y
57735,US,SD,MSP,Y
57429,US,SD,MSP,Y
57218,US,SD,MSP,Y
57005,US,SD,MSP,Y
57428,US,SD,MSP,Y
57317,US,SD,MSP,Y
57522,US,SD,MSP,Y
57718,US,SD,MSP,Y
57620,US,SD,MSP,Y
57216,US,SD,MSP,Y
57004,US,SD,MSP,Y
57238,US,SD,MSP,Y
57521,US,SD,MSP,Y
57430,US,SD,MSP,Y
57349,US,SD,MSP,Y
57452,US,SD,MSP,Y
57633,US,SD,MSP,Y
57353,US,SD,MSP,Y
57037,US,SD,MSP,Y
57451,US,SD,MSP,Y
57043,US,SD,MSP,Y
57551,US,SD,MSP,Y
57361,US,SD,MSP,Y
57750,US,SD,MSP,Y
57251,US,SD,MSP,Y
57350,US,SD,MSP,Y
57036,US,SD,MSP,Y
57744,US,SD,MSP,Y
57034,US,SD,MSP,Y
57544,US,SD,MSP,Y
57641,US,SD,MSP,Y
57642,US,SD,MSP,Y
57049,US,SD,MSP,Y
57450,US,SD,MSP,Y
57747,US,SD,MSP,Y
57448,US,SD,MSP,Y
57540,US,SD,MSP,Y
57644,US,SD,MSP,Y
57348,US,SD,MSP,Y
57745,US,SD,MSP,Y
57345,US,SD,MSP,Y
57538,US,SD,MSP,Y
57523,US,SD,MSP,Y
57035,US,SD,MSP,Y
57249,US,SD,MSP,Y
57472,US,SD,MSP,Y
57548,US,SD,MSP,Y
57301,US,SD,MSP,Y
57457,US,SD,MSP,Y
57640,US,SD,MSP,Y
57639,US,SD,MSP,Y
57274,US,SD,MSP,Y
57359,US,SD,MSP,Y
57040,US,SD,MSP,Y
57456,US,SD,MSP,Y
57039,US,SD,MSP,Y
57638,US,SD,MSP,Y
57455,US,SD,MSP,Y
57038,US,SD,MSP,Y
57752,US,SD,MSP,Y
57785,US,SD,MSP,Y
57751,US,SD,MSP,Y
57355,US,SD,MSP,Y
57460,US,SD,MSP,Y
57756,US,SD,MSP,Y
57754,US,SD,MSP,Y
57245,US,SD,MSP,Y
57454,US,SD,MSP,Y
57246,US,SD,MSP,Y
57356,US,SD,MSP,Y
57247,US,SD,MSP,Y
57041,US,SD,MSP,Y
57248,US,SD,MSP,Y
57543,US,SD,MSP,Y
57042,US,SD,MSP,Y
57438,US,SD,MSP,Y
57363,US,SD,MSP,Y
57759,US,SD,MSP,Y
57255,US,SD,MSP,Y
57632,US,SD,MSP,Y
57364,US,SD,MSP,Y
57761,US,SD,MSP,Y
57760,US,SD,MSP,Y
57031,US,SD,MSP,Y
57237,US,SD,MSP,Y
57030,US,SD,MSP,Y
57236,US,SD,MSP,Y
57646,US,SD,MSP,Y
57762,US,SD,MSP,Y
57559,US,SD,MSP,Y
57049,US,SD,MSP,Y
57465,US,SD,MSP,Y
57050,US,SD,MSP,Y
57763,US,SD,MSP,Y
57764,US,SD,MSP,Y
57051,US,SD,MSP,Y
57052,US,SD,MSP,Y
57466,US,SD,MSP,Y
57564,US,SD,MSP,Y
57440,US,SD,MSP,Y
57441,US,SD,MSP,Y
57029,US,SD,MSP,Y
57362,US,SD,MSP,Y
57045,US,SD,MSP,Y
57552,US,SD,MSP,Y
57536,US,SD,MSP,Y
57344,US,SD,MSP,Y
57033,US,SD,MSP,Y
57241,US,SD,MSP,Y
57242,US,SD,MSP,Y
57446,US,SD,MSP,Y
57645,US,SD,MSP,Y
57252,US,SD,MSP,Y
57461,US,SD,MSP,Y
57580,US,SD,MSP,Y
57032,US,SD,MSP,Y
57445,US,SD,MSP,Y
57533,US,SD,MSP,Y
57438,US,SD,MSP,Y
57555,US,SD,MSP,Y
57046,US,SD,MSP,Y
57301,US,SD,MSP,Y
57238,US,SD,MSP,Y
57631,US,SD,MSP,Y
57442,US,SD,MSP,Y
57601,US,SD,MSP,Y
57048,US,SD,MSP,Y
57243,US,SD,MSP,Y
57745,US,SD,RAP,D
57754,US,SD,RAP,D
57751,US,SD,RAP,C
57754,US,SD,RAP,D
57761,US,SD,RAP,D
57703,US,SD,RAP,A
57747,US,SD,RAP,D
57702,US,SD,RAP,A
57785,US,SD,RAP,C
57769,US,SD,RAP,C
57701,US,SD,RAP,A
57779,US,SD,RAP,D
57702,US,SD,RAP,A
57783,US,SD,RAP,D
57793,US,SD,RAP,D
57709,US,SD,RAP,A
57744,US,SD,RAP,C
57717,US,SD,RAP,D
57741,US,SD,RAP,C
57706,US,SD,RAP,B
57732,US,SD,RAP,D
57730,US,SD,RAP,D
57730,US,SD,RAP,D
57725,US,SD,RAP,C
57719,US,SD,RAP,B
57718,US,SD,RAP,C
57785,US,SD,RAP,C
57701,US,SD,RAP,A
38340,US,TN,MEM,E
38230,US,TN,MEM,G
38139,US,TN,MEM,B
38330,US,TN,MEM,G
38225,US,TN,MEM,G
38326,US,TN,MEM,F
38016,US,TN,MEM,C
38316,US,TN,MEM,G
38133,US,TN,MEM,A
37544,US,TN,MEM,A
38220,US,TN,MEM,F
38004,US,TN,MEM,D
38310,US,TN,MEM,F
38041,US,TN,MEM,G
38060,US,TN,MEM,E
38255,US,TN,MEM,F
38375,US,TN,MEM,G
38372,US,TN,MEM,G
38369,US,TN,MEM,G
38076,US,TN,MEM,D
38017,US,TN,MEM,D
38060,US,TN,MEM,F
38076,US,TN,MEM,E
38076,US,TN,MEM,E
38058,US,TN,MEM,D
38125,US,TN,MEM,A
38055,US,TN,MEM,C
38260,US,TN,MEM,H
38139,US,TN,MEM,A
38129,US,TN,MEM,A
38240,US,TN,MEM,H
38120,US,TN,MEM,A
38052,US,TN,MEM,E
38233,US,TN,MEM,H
38351,US,TN,MEM,G
38237,US,TN,MEM,G
38238,US,TN,MEM,G
38049,US,TN,MEM,G
38075,US,TN,MEM,D
38261,US,TN,MEM,H
38068,US,TN,MEM,G
38259,US,TN,MEM,G
38075,US,TN,MEM,F
38068,US,TN,MEM,F
37501,US,TN,MEM,A
38182,US,TN,MEM,A
38183,US,TN,MEM,A
38184,US,TN,MEM,A
38186,US,TN,MEM,A
38187,US,TN,MEM,A
38188,US,TN,MEM,A
38193,US,TN,MEM,A
38181,US,TN,MEM,A
38197,US,TN,MEM,A
38194,US,TN,MEM,A
38175,US,TN,MEM,A
38174,US,TN,MEM,A
38173,US,TN,MEM,A
38168,US,TN,MEM,A
38358,US,TN,MEM,H
38165,US,TN,MEM,A
37818,US,TN,TYS,C
38163,US,TN,MEM,A
38161,US,TN,MEM,A
38159,US,TN,MEM,A
38157,US,TN,MEM,A
38166,US,TN,MEM,A
37131,US,TN,BNA,C
37207,US,TN,BNA,A
37206,US,TN,BNA,A
37205,US,TN,BNA,B
37204,US,TN,BNA,A
37203,US,TN,BNA,A
37202,US,TN,BNA,A
37201,US,TN,BNA,A
37214,US,TN,BNA,A
37814,US,TN,TYS,C
37132,US,TN,BNA,C
38053,US,TN,MEM,C
37130,US,TN,BNA,C
37129,US,TN,BNA,C
37122,US,TN,BNA,C
38145,US,TN,MEM,A
38057,US,TN,MEM,G
38152,US,TN,MEM,A
37813,US,TN,TYS,C
37357,US,TN,BNA,E
38054,US,TN,MEM,C
37133,US,TN,BNA,C
38106,US,TN,MEM,A
38117,US,TN,MEM,A
38116,US,TN,MEM,A
38115,US,TN,MEM,A
38114,US,TN,MEM,A
38113,US,TN,MEM,A
38112,US,TN,MEM,A
38111,US,TN,MEM,A
38110,US,TN,MEM,A
38109,US,TN,MEM,A
38148,US,TN,MEM,A
38107,US,TN,MEM,A
38122,US,TN,MEM,A
38105,US,TN,MEM,A
38104,US,TN,MEM,A
38103,US,TN,MEM,A
38101,US,TN,MEM,A
38116,US,TN,MEM,A
37204,US,TN,BNA,A
37110,US,TN,BNA,G
37353,US,TN,CHA,B
37807,US,TN,TYS,C
38108,US,TN,MEM,A
38134,US,TN,MEM,B
38150,US,TN,MEM,A
37885,US,TN,TYS,C
37208,US,TN,BNA,A
38147,US,TN,MEM,A
37215,US,TN,BNA,A
38142,US,TN,MEM,A
38141,US,TN,MEM,A
38138,US,TN,MEM,B
38137,US,TN,MEM,A
38118,US,TN,MEM,A
38135,US,TN,MEM,A
38119,US,TN,MEM,A
38133,US,TN,MEM,A
37886,US,TN,TYS,C
38131,US,TN,MEM,A
37183,US,TN,BNA,G
38128,US,TN,MEM,A
38127,US,TN,MEM,A
38126,US,TN,MEM,A
38125,US,TN,MEM,A
38124,US,TN,MEM,A
38151,US,TN,MEM,A
38136,US,TN,MEM,A
37853,US,TN,TYS,A
37161,US,TN,BNA,E
37865,US,TN,TYS,B
37864,US,TN,TYS,C
37862,US,TN,TYS,C
37373,US,TN,CHA,C
37304,US,TN,CHA,C
37861,US,TN,TYS,C
38066,US,TN,MEM,D
37213,US,TN,BNA,A
37854,US,TN,TYS,C
37167,US,TN,BNA,C
38063,US,TN,MEM,E
37152,US,TN,BNA,C
37370,US,TN,CHA,D
37415,US,TN,CHA,A
38583,US,TN,BNA,G
38478,US,TN,BNA,E
37849,US,TN,TYS,B
37148,US,TN,BNA,D
37110,US,TN,BNA,G
37857,US,TN,TYS,C
37878,US,TN,TYS,A
37397,US,TN,CHA,D
37189,US,TN,BNA,C
38130,US,TN,MEM,A
37806,US,TN,TYS,B
37188,US,TN,BNA,D
38382,US,TN,MEM,F
37187,US,TN,BNA,D
37743,US,TN,TYS,C
37882,US,TN,TYS,C
37377,US,TN,CHA,B
37179,US,TN,BNA,D
37166,US,TN,BNA,E
37877,US,TN,TYS,C
37874,US,TN,TYS,C
37172,US,TN,BNA,D
37174,US,TN,BNA,D
38583,US,TN,BNA,G
37380,US,TN,CHA,D
37379,US,TN,CHA,B
37743,US,TN,TYS,C
37840,US,TN,TYS,B
38381,US,TN,MEM,H
37221,US,TN,BNA,B
37863,US,TN,TYS,C
37236,US,TN,BNA,A
37235,US,TN,BNA,A
37234,US,TN,BNA,A
37232,US,TN,BNA,A
37230,US,TN,BNA,A
37229,US,TN,BNA,A
37228,US,TN,BNA,A
37227,US,TN,BNA,A
37184,US,TN,BNA,D
37222,US,TN,BNA,A
37238,US,TN,BNA,A
37220,US,TN,BNA,A
37219,US,TN,BNA,A
37218,US,TN,BNA,B
37217,US,TN,BNA,A
37216,US,TN,BNA,A
37214,US,TN,BNA,A
37212,US,TN,BNA,A
37211,US,TN,BNA,A
37210,US,TN,BNA,A
37224,US,TN,BNA,A
37249,US,TN,BNA,A
37209,US,TN,BNA,A
37362,US,TN,CHA,C
37138,US,TN,BNA,B
37361,US,TN,CHA,C
37830,US,TN,TYS,B
37828,US,TN,TYS,C
37826,US,TN,CHA,D
37821,US,TN,TYS,C
38059,US,TN,MEM,F
37237,US,TN,BNA,A
37250,US,TN,BNA,A
37363,US,TN,CHA,B
37248,US,TN,BNA,A
37247,US,TN,BNA,A
37246,US,TN,BNA,A
37245,US,TN,BNA,A
37244,US,TN,BNA,A
37243,US,TN,BNA,A
37242,US,TN,BNA,A
37241,US,TN,BNA,A
37240,US,TN,BNA,A
38054,US,TN,MEM,C
37315,US,TN,CHA,B
38018,US,TN,MEM,C
38505,US,TN,BNA,F
38503,US,TN,BNA,F
38502,US,TN,BNA,F
38501,US,TN,BNA,F
37922,US,TN,TYS,A
37922,US,TN,TYS,A
38402,US,TN,BNA,D
37066,US,TN,BNA,C
38017,US,TN,MEM,C
37049,US,TN,BNA,C
37716,US,TN,TYS,C
37364,US,TN,CHA,B
37323,US,TN,CHA,C
37320,US,TN,CHA,B
37312,US,TN,CHA,B
37311,US,TN,CHA,B
37450,US,TN,CHA,A
37422,US,TN,CHA,A
38401,US,TN,BNA,D
38028,US,TN,MEM,D
37737,US,TN,TYS,B
37069,US,TN,BNA,C
37068,US,TN,BNA,C
37067,US,TN,BNA,C
37065,US,TN,BNA,C
37064,US,TN,BNA,C
37096,US,TN,BNA,G
37331,US,TN,CHA,D
37721,US,TN,TYS,B
37412,US,TN,CHA,A
38019,US,TN,MEM,F
38025,US,TN,MEM,F
38024,US,TN,MEM,F
37327,US,TN,CHA,D
37059,US,TN,BNA,D
37058,US,TN,BNA,G
37321,US,TN,CHA,C
37725,US,TN,TYS,C
37050,US,TN,BNA,G
37416,US,TN,CHA,A
37330,US,TN,BNA,G
37303,US,TN,CHA,C
37421,US,TN,CHA,A
37308,US,TN,CHA,C
37307,US,TN,CHA,D
38006,US,TN,MEM,G
37221,US,TN,BNA,B
38544,US,TN,BNA,E
38135,US,TN,MEM,A
38134,US,TN,MEM,B
38008,US,TN,MEM,H
37743,US,TN,TYS,C
37024,US,TN,BNA,C
38002,US,TN,MEM,D
37302,US,TN,CHA,B
37013,US,TN,BNA,B
38501,US,TN,BNA,F
37012,US,TN,BNA,D
37701,US,TN,TYS,A
38001,US,TN,MEM,H
38132,US,TN,MEM,A
37803,US,TN,TYS,A
37304,US,TN,CHA,C
37402,US,TN,CHA,A
37409,US,TN,CHA,A
37415,US,TN,CHA,A
37412,US,TN,CHA,A
37411,US,TN,CHA,A
37410,US,TN,CHA,A
37408,US,TN,CHA,A
37406,US,TN,CHA,A
37405,US,TN,CHA,A
37709,US,TN,TYS,C
37403,US,TN,CHA,A
37419,US,TN,CHA,A
37401,US,TN,CHA,A
37421,US,TN,CHA,A
37310,US,TN,CHA,C
37033,US,TN,BNA,G
37309,US,TN,CHA,C
37029,US,TN,BNA,G
38012,US,TN,MEM,F
38011,US,TN,MEM,F
37027,US,TN,BNA,C
37404,US,TN,CHA,A
37931,US,TN,TYS,A
37918,US,TN,TYS,A
37996,US,TN,TYS,A
37995,US,TN,TYS,A
37990,US,TN,TYS,A
37950,US,TN,TYS,A
37940,US,TN,TYS,A
37939,US,TN,TYS,A
37938,US,TN,TYS,A
37764,US,TN,TYS,C
37932,US,TN,TYS,A
37083,US,TN,BNA,E
37930,US,TN,TYS,A
37928,US,TN,TYS,A
37927,US,TN,TYS,A
37924,US,TN,TYS,A
37923,US,TN,TYS,A
37922,US,TN,TYS,A
37921,US,TN,TYS,A
37920,US,TN,TYS,A
37919,US,TN,TYS,A
37933,US,TN,TYS,A
37774,US,TN,TYS,B
37801,US,TN,TYS,A
37802,US,TN,TYS,A
37407,US,TN,CHA,A
38036,US,TN,MEM,H
37354,US,TN,TYS,C
37116,US,TN,BNA,B
37115,US,TN,BNA,B
37351,US,TN,CHA,A
37997,US,TN,TYS,A
37777,US,TN,TYS,A
37998,US,TN,TYS,A
37350,US,TN,CHA,B
37097,US,TN,BNA,G
37096,US,TN,BNA,G
37091,US,TN,BNA,E
37771,US,TN,TYS,B
37088,US,TN,BNA,C
37087,US,TN,BNA,C
38002,US,TN,MEM,D
37769,US,TN,TYS,B
37778,US,TN,TYS,C
37073,US,TN,BNA,C
38343,US,TN,MEM,H
37343,US,TN,CHA,A
37354,US,TN,TYS,C
38115,US,TN,MEM,A
37076,US,TN,BNA,B
37077,US,TN,BNA,C
37075,US,TN,BNA,C
37341,US,TN,CHA,B
38040,US,TN,MEM,F
38301,US,TN,MEM,H
37743,US,TN,TYS,C
37754,US,TN,TYS,C
37742,US,TN,TYS,C
37338,US,TN,CHA,C
38039,US,TN,MEM,H
37917,US,TN,TYS,A
37086,US,TN,BNA,C
38563,US,TN,BNA,E
37072,US,TN,BNA,D
38138,US,TN,MEM,B
37336,US,TN,CHA,C
37340,US,TN,CHA,C
37763,US,TN,TYS,B
37915,US,TN,TYS,A
37914,US,TN,TYS,A
37912,US,TN,TYS,A
37916,US,TN,TYS,A
37909,US,TN,TYS,A
37748,US,TN,TYS,C
37902,US,TN,TYS,A
37701,US,TN,TYS,A
37920,US,TN,TYS,A
37347,US,TN,CHA,C
38302,US,TN,MEM,H
37080,US,TN,BNA,D
37760,US,TN,TYS,B
38303,US,TN,MEM,H
37347,US,TN,CHA,C
37921,US,TN,TYS,A
38305,US,TN,MEM,H
37901,US,TN,TYS,A
38314,US,TN,MEM,H
38308,US,TN,MEM,H
38469,US,TN,HSV,D
37334,US,TN,HSV,E
38464,US,TN,HSV,E
38478,US,TN,HSV,D
37334,US,TN,HSV,H
38375,US,TN,MEM,I
37663,US,TN,TRI,A
37664,US,TN,TRI,A
37665,US,TN,TRI,A
37684,US,TN,TRI,C
37682,US,TN,TRI,C
37656,US,TN,TRI,C
37645,US,TN,TRI,C
37642,US,TN,TRI,C
37699,US,TN,TRI,B
37618,US,TN,TRI,D
37669,US,TN,TRI,A
37641,US,TN,TRI,D
37662,US,TN,TRI,A
37660,US,TN,TRI,A
37625,US,TN,TRI,A
37621,US,TN,TRI,A
37620,US,TN,TRI,A
37617,US,TN,TRI,A
37615,US,TN,TRI,A
37765,US,TN,TRI,Y
37686,US,TN,TRI,B
37873,US,TN,TRI,D
37731,US,TN,TRI,H
37694,US,TN,TRI,H
37691,US,TN,TRI,H
37688,US,TN,TRI,H
37687,US,TN,TRI,H
37683,US,TN,TRI,H
37680,US,TN,TRI,H
37616,US,TN,TRI,D
37640,US,TN,TRI,E
37617,US,TN,TRI,A
37692,US,TN,TRI,D
37690,US,TN,TRI,D
37681,US,TN,TRI,D
37659,US,TN,TRI,D
37658,US,TN,TRI,D
37650,US,TN,TRI,D
37644,US,TN,TRI,D
37643,US,TN,TRI,D
37657,US,TN,TRI,E
78236,US,TX,SAT,B
78236,US,TX,SAT,B
78235,US,TX,SAT,B
78244,US,TX,SAT,B
78241,US,TX,SAT,B
78226,US,TX,SAT,B
78236,US,TX,SAT,B
78235,US,TX,SAT,B
78236,US,TX,SAT,B
78039,US,TX,SAT,C
78135,US,TX,SAT,C
77833,US,TX,IAH,F
78266,US,TX,SAT,B
78236,US,TX,SAT,B
77531,US,TX,IAH,F
78015,US,TX,SAT,C
77566,US,TX,IAH,F
77445,US,TX,IAH,F
77515,US,TX,IAH,F
78055,US,TX,SAT,C
77541,US,TX,IAH,F
77541,US,TX,IAH,F
77541,US,TX,IAH,F
77541,US,TX,IAH,F
77541,US,TX,IAH,F
79331,US,TX,LBB,D
77583,US,TX,IAH,E
77583,US,TX,IAH,E
77335,US,TX,IAH,F
77320,US,TX,IAH,F
79014,US,TX,LBB,D
79381,US,TX,LBB,C
77541,US,TX,IAH,F
73344,US,TX,AUS,A
77964,US,TX,AUS,C
77964,US,TX,AUS,C
78610,US,TX,AUS,C
78610,US,TX,AUS,C
78616,US,TX,AUS,C
78621,US,TX,AUS,D
78628,US,TX,AUS,D
78738,US,TX,AUS,C
78745,US,TX,AUS,A
75855,US,TX,AUS,C
78620,US,TX,AUS,D
78669,US,TX,AUS,D
78664,US,TX,AUS,C
78736,US,TX,AUS,D
78738,US,TX,AUS,B
79562,US,TX,ABI,B
78733,US,TX,AUS,D
78734,US,TX,AUS,D
78736,US,TX,AUS,D
78682,US,TX,AUS,C
78664,US,TX,AUS,C
78738,US,TX,AUS,B
78650,US,TX,AUS,D
78738,US,TX,AUS,B
78738,US,TX,AUS,B
78798,US,TX,AUS,A
78135,US,TX,AUS,D
73301,US,TX,AUS,A
78799,US,TX,AUS,A
78738,US,TX,AUS,B
78201,US,TX,SAT,A
78286,US,TX,SAT,A
78006,US,TX,SAT,C
78249,US,TX,SAT,A
78299,US,TX,SAT,A
78298,US,TX,SAT,A
